TransactionID,LeaseID,TenantID,UnitID,DueDate,PaidDate,AmountDue,AmountPaid
TX01710_202301,L01710,T0541,U0020,2023-01-01,2023-01-01,814,814
TX01710_202302,L01710,T0541,U0020,2023-02-01,2023-02-04,814,764
TX01710_202303,L01710,T0541,U0020,2023-03-01,2023-03-01,814,814
TX01710_202304,L01710,T0541,U0020,2023-04-01,2023-04-02,814,814
TX01710_202305,L01710,T0541,U0020,2023-05-01,2023-05-02,814,764
TX01710_202306,L01710,T0541,U0020,2023-06-01,2023-06-02,814,789
TX01711_202307,L01711,T0236,U0241,2023-07-01,2023-07-01,962,962
TX01711_202308,L01711,T0236,U0241,2023-08-01,2023-08-02,962,912
TX01711_202309,L01711,T0236,U0241,2023-09-01,2023-09-02,962,962
TX01711_202310,L01711,T0236,U0241,2023-10-01,2023-10-01,962,962
TX01711_202311,L01711,T0236,U0241,2023-11-01,2023-11-01,962,962
TX01711_202312,L01711,T0236,U0241,2023-12-01,2023-12-01,962,962
TX01711_202401,L01711,T0236,U0241,2024-01-01,2024-01-01,962,962
TX01711_202402,L01711,T0236,U0241,2024-02-01,2024-02-01,962,962
TX01711_202403,L01711,T0236,U0241,2024-03-01,2024-03-02,962,962
TX01711_202404,L01711,T0236,U0241,2024-04-01,2024-04-01,962,912
TX01711_202405,L01711,T0236,U0241,2024-05-01,2024-05-02,962,962
TX01711_202406,L01711,T0236,U0241,2024-06-01,2024-06-04,962,912
TX01711_202407,L01711,T0236,U0241,2024-07-01,2024-07-04,962,962
TX01711_202408,L01711,T0236,U0241,2024-08-01,2024-08-02,962,962
TX01711_202409,L01711,T0236,U0241,2024-09-01,2024-09-04,962,962
TX01712_202109,L01712,T0278,U0454,2021-09-01,2021-09-04,2029,2029
TX01712_202110,L01712,T0278,U0454,2021-10-01,2021-10-01,2029,2029
TX01712_202111,L01712,T0278,U0454,2021-11-01,2021-11-02,2029,1929
TX01712_202112,L01712,T0278,U0454,2021-12-01,2021-12-01,2029,1929
TX01712_202201,L01712,T0278,U0454,2022-01-01,2022-01-04,2029,2029
TX01712_202202,L01712,T0278,U0454,2022-02-01,2022-02-01,2029,1979
TX01712_202203,L01712,T0278,U0454,2022-03-01,2022-03-02,2029,2029
TX01712_202204,L01712,T0278,U0454,2022-04-01,2022-04-04,2029,2029
TX01712_202205,L01712,T0278,U0454,2022-05-01,2022-05-01,2029,2029
TX01712_202206,L01712,T0278,U0454,2022-06-01,2022-06-04,2029,2029
TX01712_202207,L01712,T0278,U0454,2022-07-01,2022-07-01,2029,2029
TX01712_202208,L01712,T0278,U0454,2022-08-01,2022-08-04,2029,1929
TX01712_202209,L01712,T0278,U0454,2022-09-01,2022-09-01,2029,1979
TX01712_202210,L01712,T0278,U0454,2022-10-01,2022-10-02,2029,1979
TX01712_202211,L01712,T0278,U0454,2022-11-01,2022-11-04,2029,2029
TX01712_202212,L01712,T0278,U0454,2022-12-01,2022-12-02,2029,1929
TX01712_202301,L01712,T0278,U0454,2023-01-01,2023-01-02,2029,2029
TX01712_202302,L01712,T0278,U0454,2023-02-01,2023-02-01,2029,2029
TX01712_202303,L01712,T0278,U0454,2023-03-01,2023-03-21,2029,2029
TX01712_202304,L01712,T0278,U0454,2023-04-01,2023-04-01,2029,2029
TX01712_202305,L01712,T0278,U0454,2023-05-01,2023-05-04,2029,1979
TX01713_202303,L01713,T0347,U0450,2023-03-01,2023-03-02,2377,2277
TX01713_202304,L01713,T0347,U0450,2023-04-01,2023-04-01,2377,2352
TX01713_202305,L01713,T0347,U0450,2023-05-01,2023-05-01,2377,2377
TX01713_202306,L01713,T0347,U0450,2023-06-01,2023-06-02,2377,2377
TX01713_202307,L01713,T0347,U0450,2023-07-01,2023-07-01,2377,2377
TX01713_202308,L01713,T0347,U0450,2023-08-01,2023-08-01,2377,2352
TX01713_202309,L01713,T0347,U0450,2023-09-01,2023-09-11,2377,2377
TX01714_202504,L01714,T0626,U0108,2025-04-01,2025-04-01,2145,2145
TX01714_202505,L01714,T0626,U0108,2025-05-01,2025-05-04,2145,2145
TX01714_202506,L01714,T0626,U0108,2025-06-01,2025-06-04,2145,2145
TX01714_202507,L01714,T0626,U0108,2025-07-01,2025-07-01,2145,2145
TX01714_202508,L01714,T0626,U0108,2025-08-01,2025-08-01,2145,2145
TX01714_202509,L01714,T0626,U0108,2025-09-01,2025-09-01,2145,2145
TX01714_202510,L01714,T0626,U0108,2025-10-01,2025-10-01,2145,2145
TX01714_202511,L01714,T0626,U0108,2025-11-01,2025-11-04,2145,2145
TX01714_202512,L01714,T0626,U0108,2025-12-01,2025-12-04,2145,2145
TX01714_202601,L01714,T0626,U0108,2026-01-01,2026-01-04,2145,2145
TX01714_202602,L01714,T0626,U0108,2026-02-01,2026-02-02,2145,2145
TX01714_202603,L01714,T0626,U0108,2026-03-01,2026-03-01,2145,2145
TX01714_202604,L01714,T0626,U0108,2026-04-01,2026-04-04,2145,2045
TX01714_202605,L01714,T0626,U0108,2026-05-01,2026-05-11,2145,2145
TX01714_202606,L01714,T0626,U0108,2026-06-01,2026-06-01,2145,2120
TX01714_202607,L01714,T0626,U0108,2026-07-01,2026-07-11,2145,2145
TX01714_202608,L01714,T0626,U0108,2026-08-01,2026-08-01,2145,2095
TX01714_202609,L01714,T0626,U0108,2026-09-01,2026-09-02,2145,2095
TX01715_202206,L01715,T0103,U0302,2022-06-01,2022-06-01,906,881
TX01715_202207,L01715,T0103,U0302,2022-07-01,2022-07-01,906,906
TX01715_202208,L01715,T0103,U0302,2022-08-01,2022-08-01,906,906
TX01715_202209,L01715,T0103,U0302,2022-09-01,2022-09-04,906,906
TX01715_202210,L01715,T0103,U0302,2022-10-01,2022-10-11,906,906
TX01715_202211,L01715,T0103,U0302,2022-11-01,2022-11-02,906,806
TX01715_202212,L01715,T0103,U0302,2022-12-01,2022-12-04,906,906
TX01715_202301,L01715,T0103,U0302,2023-01-01,2023-01-04,906,906
TX01715_202302,L01715,T0103,U0302,2023-02-01,2023-02-02,906,806
TX01715_202303,L01715,T0103,U0302,2023-03-01,2023-03-21,906,906
TX01715_202304,L01715,T0103,U0302,2023-04-01,2023-04-01,906,906
TX01715_202305,L01715,T0103,U0302,2023-05-01,2023-05-11,906,856
TX01715_202306,L01715,T0103,U0302,2023-06-01,2023-06-01,906,806
TX01715_202307,L01715,T0103,U0302,2023-07-01,2023-07-01,906,906
TX01715_202308,L01715,T0103,U0302,2023-08-01,2023-08-02,906,906
TX01716_202104,L01716,T0629,U0083,2021-04-01,2021-04-21,2346,2346
TX01716_202105,L01716,T0629,U0083,2021-05-01,2021-05-01,2346,2346
TX01716_202106,L01716,T0629,U0083,2021-06-01,2021-06-04,2346,2346
TX01716_202107,L01716,T0629,U0083,2021-07-01,2021-07-02,2346,2346
TX01716_202108,L01716,T0629,U0083,2021-08-01,2021-08-01,2346,2346
TX01716_202109,L01716,T0629,U0083,2021-09-01,2021-09-02,2346,2346
TX01716_202110,L01716,T0629,U0083,2021-10-01,2021-10-01,2346,2346
TX01716_202111,L01716,T0629,U0083,2021-11-01,2021-11-02,2346,2346
TX01717_202401,L01717,T0516,U0082,2024-01-01,2024-01-01,1002,952
TX01717_202402,L01717,T0516,U0082,2024-02-01,2024-02-02,1002,1002
TX01717_202403,L01717,T0516,U0082,2024-03-01,2024-03-01,1002,977
TX01717_202404,L01717,T0516,U0082,2024-04-01,2024-04-04,1002,977
TX01717_202405,L01717,T0516,U0082,2024-05-01,2024-05-04,1002,1002
TX01717_202406,L01717,T0516,U0082,2024-06-01,2024-06-01,1002,1002
TX01717_202407,L01717,T0516,U0082,2024-07-01,2024-07-02,1002,1002
TX01717_202408,L01717,T0516,U0082,2024-08-01,2024-08-04,1002,977
TX01717_202409,L01717,T0516,U0082,2024-09-01,2024-09-21,1002,1002
TX01717_202410,L01717,T0516,U0082,2024-10-01,2024-10-04,1002,977
TX01717_202411,L01717,T0516,U0082,2024-11-01,2024-11-04,1002,1002
TX01717_202412,L01717,T0516,U0082,2024-12-01,2024-12-01,1002,1002
TX01717_202501,L01717,T0516,U0082,2025-01-01,2025-01-01,1002,1002
TX01718_202509,L01718,T0979,U0290,2025-09-01,2025-09-04,811,811
TX01718_202510,L01718,T0979,U0290,2025-10-01,2025-10-02,811,786
TX01718_202511,L01718,T0979,U0290,2025-11-01,2025-11-04,811,811
TX01718_202512,L01718,T0979,U0290,2025-12-01,2025-12-02,811,711
TX01718_202601,L01718,T0979,U0290,2026-01-01,2026-01-04,811,786
TX01718_202602,L01718,T0979,U0290,2026-02-01,2026-02-04,811,711
TX01718_202603,L01718,T0979,U0290,2026-03-01,2026-03-02,811,786
TX01718_202604,L01718,T0979,U0290,2026-04-01,2026-04-04,811,811
TX01718_202605,L01718,T0979,U0290,2026-05-01,2026-05-11,811,811
TX01718_202606,L01718,T0979,U0290,2026-06-01,2026-06-01,811,811
TX01718_202607,L01718,T0979,U0290,2026-07-01,2026-07-01,811,811
TX01718_202608,L01718,T0979,U0290,2026-08-01,2026-08-11,811,811
TX01718_202609,L01718,T0979,U0290,2026-09-01,2026-09-01,811,811
TX01718_202610,L01718,T0979,U0290,2026-10-01,2026-10-04,811,811
TX01718_202611,L01718,T0979,U0290,2026-11-01,2026-11-02,811,811
TX01718_202612,L01718,T0979,U0290,2026-12-01,2026-12-01,811,711
TX01718_202701,L01718,T0979,U0290,2027-01-01,2027-01-04,811,786
TX01719_202207,L01719,T0871,U0451,2022-07-01,2022-07-04,2140,2140
TX01719_202208,L01719,T0871,U0451,2022-08-01,2022-08-01,2140,2140
TX01719_202209,L01719,T0871,U0451,2022-09-01,2022-09-02,2140,2140
TX01719_202210,L01719,T0871,U0451,2022-10-01,2022-10-11,2140,2140
TX01719_202211,L01719,T0871,U0451,2022-11-01,2022-11-11,2140,2040
TX01719_202212,L01719,T0871,U0451,2022-12-01,2022-12-04,2140,2140
TX01719_202301,L01719,T0871,U0451,2023-01-01,2023-01-04,2140,2140
TX01719_202302,L01719,T0871,U0451,2023-02-01,2023-02-01,2140,2140
TX01719_202303,L01719,T0871,U0451,2023-03-01,2023-03-01,2140,2140
TX01719_202304,L01719,T0871,U0451,2023-04-01,2023-04-02,2140,2040
TX01719_202305,L01719,T0871,U0451,2023-05-01,2023-05-01,2140,2140
TX01719_202306,L01719,T0871,U0451,2023-06-01,2023-06-02,2140,2140
TX01719_202307,L01719,T0871,U0451,2023-07-01,2023-07-04,2140,2140
TX01719_202308,L01719,T0871,U0451,2023-08-01,2023-08-11,2140,2090
TX01719_202309,L01719,T0871,U0451,2023-09-01,2023-09-01,2140,2140
TX01719_202310,L01719,T0871,U0451,2023-10-01,2023-10-02,2140,2140
TX01719_202311,L01719,T0871,U0451,2023-11-01,2023-11-01,2140,2090
TX01719_202312,L01719,T0871,U0451,2023-12-01,2023-12-01,2140,2140
TX01720_202305,L01720,T0247,U0068,2023-05-01,2023-05-01,2278,2278
TX01720_202306,L01720,T0247,U0068,2023-06-01,2023-06-11,2278,2228
TX01720_202307,L01720,T0247,U0068,2023-07-01,2023-07-01,2278,2253
TX01720_202308,L01720,T0247,U0068,2023-08-01,2023-08-01,2278,2278
TX01720_202309,L01720,T0247,U0068,2023-09-01,2023-09-01,2278,2278
TX01720_202310,L01720,T0247,U0068,2023-10-01,2023-10-02,2278,2278
TX01720_202311,L01720,T0247,U0068,2023-11-01,2023-11-01,2278,2278
TX01720_202312,L01720,T0247,U0068,2023-12-01,2023-12-02,2278,2278
TX01720_202401,L01720,T0247,U0068,2024-01-01,2024-01-02,2278,2278
TX01720_202402,L01720,T0247,U0068,2024-02-01,2024-02-01,2278,2228
TX01720_202403,L01720,T0247,U0068,2024-03-01,2024-03-01,2278,2178
TX01720_202404,L01720,T0247,U0068,2024-04-01,2024-04-01,2278,2278
TX01720_202405,L01720,T0247,U0068,2024-05-01,2024-05-01,2278,2278
TX01720_202406,L01720,T0247,U0068,2024-06-01,2024-06-04,2278,2178
TX01720_202407,L01720,T0247,U0068,2024-07-01,2024-07-04,2278,2278
TX01721_202310,L01721,T0363,U0128,2023-10-01,2023-10-02,2008,2008
TX01721_202311,L01721,T0363,U0128,2023-11-01,2023-11-01,2008,2008
TX01721_202312,L01721,T0363,U0128,2023-12-01,2023-12-01,2008,1983
TX01721_202401,L01721,T0363,U0128,2024-01-01,2024-01-01,2008,1958
TX01721_202402,L01721,T0363,U0128,2024-02-01,2024-02-02,2008,2008
TX01721_202403,L01721,T0363,U0128,2024-03-01,2024-03-02,2008,2008
TX01721_202404,L01721,T0363,U0128,2024-04-01,2024-04-11,2008,2008
TX01721_202405,L01721,T0363,U0128,2024-05-01,2024-05-04,2008,2008
TX01721_202406,L01721,T0363,U0128,2024-06-01,2024-06-04,2008,1958
TX01721_202407,L01721,T0363,U0128,2024-07-01,2024-07-01,2008,2008
TX01722_202104,L01722,T0320,U0195,2021-04-01,2021-04-04,2363,2263
TX01722_202105,L01722,T0320,U0195,2021-05-01,2021-05-04,2363,2263
TX01722_202106,L01722,T0320,U0195,2021-06-01,2021-06-04,2363,2313
TX01722_202107,L01722,T0320,U0195,2021-07-01,2021-07-11,2363,2363
TX01722_202108,L01722,T0320,U0195,2021-08-01,2021-08-04,2363,2363
TX01722_202109,L01722,T0320,U0195,2021-09-01,2021-09-01,2363,2313
TX01722_202110,L01722,T0320,U0195,2021-10-01,2021-10-11,2363,2363
TX01722_202111,L01722,T0320,U0195,2021-11-01,2021-11-02,2363,2338
TX01722_202112,L01722,T0320,U0195,2021-12-01,2021-12-02,2363,2363
TX01722_202201,L01722,T0320,U0195,2022-01-01,2022-01-01,2363,2263
TX01722_202202,L01722,T0320,U0195,2022-02-01,2022-02-01,2363,2363
TX01722_202203,L01722,T0320,U0195,2022-03-01,2022-03-02,2363,2363
TX01722_202204,L01722,T0320,U0195,2022-04-01,2022-04-02,2363,2363
TX01722_202205,L01722,T0320,U0195,2022-05-01,2022-05-21,2363,2363
TX01722_202206,L01722,T0320,U0195,2022-06-01,2022-06-01,2363,2363
TX01722_202207,L01722,T0320,U0195,2022-07-01,2022-07-04,2363,2363
TX01722_202208,L01722,T0320,U0195,2022-08-01,2022-08-01,2363,2363
TX01723_202507,L01723,T0632,U0139,2025-07-01,2025-07-04,884,884
TX01723_202508,L01723,T0632,U0139,2025-08-01,2025-08-01,884,784
TX01723_202509,L01723,T0632,U0139,2025-09-01,2025-09-04,884,884
TX01723_202510,L01723,T0632,U0139,2025-10-01,2025-10-04,884,884
TX01723_202511,L01723,T0632,U0139,2025-11-01,2025-11-01,884,884
TX01723_202512,L01723,T0632,U0139,2025-12-01,2025-12-04,884,884
TX01723_202601,L01723,T0632,U0139,2026-01-01,2026-01-02,884,884
TX01723_202602,L01723,T0632,U0139,2026-02-01,2026-02-04,884,834
TX01723_202603,L01723,T0632,U0139,2026-03-01,2026-03-02,884,784
TX01723_202604,L01723,T0632,U0139,2026-04-01,2026-04-01,884,884
TX01723_202605,L01723,T0632,U0139,2026-05-01,2026-05-11,884,884
TX01723_202606,L01723,T0632,U0139,2026-06-01,2026-06-02,884,884
TX01724_202209,L01724,T0285,U0443,2022-09-01,2022-09-02,2464,2464
TX01724_202210,L01724,T0285,U0443,2022-10-01,2022-10-02,2464,2364
TX01724_202211,L01724,T0285,U0443,2022-11-01,2022-11-04,2464,2464
TX01724_202212,L01724,T0285,U0443,2022-12-01,2022-12-02,2464,2364
TX01724_202301,L01724,T0285,U0443,2023-01-01,2023-01-01,2464,2464
TX01724_202302,L01724,T0285,U0443,2023-02-01,2023-02-01,2464,2464
TX01724_202303,L01724,T0285,U0443,2023-03-01,2023-03-01,2464,2464
TX01724_202304,L01724,T0285,U0443,2023-04-01,2023-04-04,2464,2439
TX01724_202305,L01724,T0285,U0443,2023-05-01,2023-05-11,2464,2414
TX01724_202306,L01724,T0285,U0443,2023-06-01,2023-06-01,2464,2464
TX01724_202307,L01724,T0285,U0443,2023-07-01,2023-07-04,2464,2439
TX01724_202308,L01724,T0285,U0443,2023-08-01,2023-08-01,2464,2464
TX01724_202309,L01724,T0285,U0443,2023-09-01,2023-09-02,2464,2464
TX01724_202310,L01724,T0285,U0443,2023-10-01,2023-10-04,2464,2464
TX01724_202311,L01724,T0285,U0443,2023-11-01,2023-11-04,2464,2464
TX01724_202312,L01724,T0285,U0443,2023-12-01,2023-12-01,2464,2414
TX01724_202401,L01724,T0285,U0443,2024-01-01,2024-01-11,2464,2464
TX01724_202402,L01724,T0285,U0443,2024-02-01,2024-02-01,2464,2364
TX01724_202403,L01724,T0285,U0443,2024-03-01,2024-03-01,2464,2364
TX01724_202404,L01724,T0285,U0443,2024-04-01,2024-04-01,2464,2464
TX01724_202405,L01724,T0285,U0443,2024-05-01,2024-05-01,2464,2464
TX01725_202510,L01725,T0148,U0282,2025-10-01,2025-10-01,1600,1600
TX01725_202511,L01725,T0148,U0282,2025-11-01,2025-11-01,1600,1550
TX01725_202512,L01725,T0148,U0282,2025-12-01,2025-12-04,1600,1575
TX01725_202601,L01725,T0148,U0282,2026-01-01,2026-01-02,1600,1600
TX01725_202602,L01725,T0148,U0282,2026-02-01,2026-02-04,1600,1550
TX01725_202603,L01725,T0148,U0282,2026-03-01,2026-03-01,1600,1600
TX01725_202604,L01725,T0148,U0282,2026-04-01,2026-04-01,1600,1600
TX01725_202605,L01725,T0148,U0282,2026-05-01,2026-05-01,1600,1550
TX01725_202606,L01725,T0148,U0282,2026-06-01,2026-06-01,1600,1600
TX01725_202607,L01725,T0148,U0282,2026-07-01,2026-07-02,1600,1575
TX01725_202608,L01725,T0148,U0282,2026-08-01,2026-08-01,1600,1600
TX01725_202609,L01725,T0148,U0282,2026-09-01,2026-09-01,1600,1550
TX01726_202107,L01726,T0083,U0311,2021-07-01,2021-07-01,920,920
TX01726_202108,L01726,T0083,U0311,2021-08-01,2021-08-01,920,920
TX01726_202109,L01726,T0083,U0311,2021-09-01,2021-09-01,920,895
TX01726_202110,L01726,T0083,U0311,2021-10-01,2021-10-01,920,895
TX01726_202111,L01726,T0083,U0311,2021-11-01,2021-11-02,920,920
TX01726_202112,L01726,T0083,U0311,2021-12-01,2021-12-01,920,920
TX01726_202201,L01726,T0083,U0311,2022-01-01,2022-01-01,920,895
TX01726_202202,L01726,T0083,U0311,2022-02-01,2022-02-04,920,920
TX01726_202203,L01726,T0083,U0311,2022-03-01,2022-03-02,920,920
TX01727_202408,L01727,T0965,U0233,2024-08-01,2024-08-01,2167,2067
TX01727_202409,L01727,T0965,U0233,2024-09-01,2024-09-04,2167,2167
TX01727_202410,L01727,T0965,U0233,2024-10-01,2024-10-04,2167,2167
TX01727_202411,L01727,T0965,U0233,2024-11-01,2024-11-04,2167,2067
TX01727_202412,L01727,T0965,U0233,2024-12-01,2024-12-01,2167,2167
TX01727_202501,L01727,T0965,U0233,2025-01-01,2025-01-11,2167,2167
TX01727_202502,L01727,T0965,U0233,2025-02-01,2025-02-02,2167,2167
TX01727_202503,L01727,T0965,U0233,2025-03-01,2025-03-04,2167,2167
TX01727_202504,L01727,T0965,U0233,2025-04-01,2025-04-02,2167,2117
TX01727_202505,L01727,T0965,U0233,2025-05-01,2025-05-11,2167,2167
TX01727_202506,L01727,T0965,U0233,2025-06-01,2025-06-01,2167,2117
TX01727_202507,L01727,T0965,U0233,2025-07-01,2025-07-01,2167,2142
TX01727_202508,L01727,T0965,U0233,2025-08-01,2025-08-02,2167,2167
TX01727_202509,L01727,T0965,U0233,2025-09-01,2025-09-11,2167,2167
TX01727_202510,L01727,T0965,U0233,2025-10-01,2025-10-01,2167,2067
TX01727_202511,L01727,T0965,U0233,2025-11-01,2025-11-02,2167,2167
TX01727_202512,L01727,T0965,U0233,2025-12-01,2025-12-01,2167,2142
TX01727_202601,L01727,T0965,U0233,2026-01-01,2026-01-04,2167,2167
TX01727_202602,L01727,T0965,U0233,2026-02-01,2026-02-01,2167,2167
TX01727_202603,L01727,T0965,U0233,2026-03-01,2026-03-04,2167,2167
TX01727_202604,L01727,T0965,U0233,2026-04-01,2026-04-11,2167,2167
TX01727_202605,L01727,T0965,U0233,2026-05-01,2026-05-02,2167,2167
TX01727_202606,L01727,T0965,U0233,2026-06-01,2026-06-01,2167,2167
TX01728_202510,L01728,T0405,U0022,2025-10-01,2025-10-01,1840,1840
TX01728_202511,L01728,T0405,U0022,2025-11-01,2025-11-01,1840,1840
TX01728_202512,L01728,T0405,U0022,2025-12-01,2025-12-01,1840,1815
TX01728_202601,L01728,T0405,U0022,2026-01-01,2026-01-01,1840,1840
TX01728_202602,L01728,T0405,U0022,2026-02-01,2026-02-04,1840,1840
TX01728_202603,L01728,T0405,U0022,2026-03-01,2026-03-01,1840,1740
TX01728_202604,L01728,T0405,U0022,2026-04-01,2026-04-04,1840,1840
TX01728_202605,L01728,T0405,U0022,2026-05-01,2026-05-01,1840,1840
TX01728_202606,L01728,T0405,U0022,2026-06-01,2026-06-01,1840,1840
TX01728_202607,L01728,T0405,U0022,2026-07-01,2026-07-01,1840,1815
TX01728_202608,L01728,T0405,U0022,2026-08-01,2026-08-02,1840,1790
TX01728_202609,L01728,T0405,U0022,2026-09-01,2026-09-01,1840,1840
TX01728_202610,L01728,T0405,U0022,2026-10-01,2026-10-01,1840,1790
TX01728_202611,L01728,T0405,U0022,2026-11-01,2026-11-02,1840,1840
TX01728_202612,L01728,T0405,U0022,2026-12-01,2026-12-01,1840,1740
TX01728_202701,L01728,T0405,U0022,2027-01-01,2027-01-02,1840,1840
TX01728_202702,L01728,T0405,U0022,2027-02-01,2027-02-01,1840,1840
TX01728_202703,L01728,T0405,U0022,2027-03-01,2027-03-02,1840,1840
TX01729_202207,L01729,T0977,U0152,2022-07-01,2022-07-04,1793,1793
TX01729_202208,L01729,T0977,U0152,2022-08-01,2022-08-01,1793,1793
TX01729_202209,L01729,T0977,U0152,2022-09-01,2022-09-01,1793,1793
TX01729_202210,L01729,T0977,U0152,2022-10-01,2022-10-02,1793,1793
TX01729_202211,L01729,T0977,U0152,2022-11-01,2022-11-01,1793,1793
TX01729_202212,L01729,T0977,U0152,2022-12-01,2022-12-01,1793,1793
TX01729_202301,L01729,T0977,U0152,2023-01-01,2023-01-01,1793,1793
TX01729_202302,L01729,T0977,U0152,2023-02-01,2023-02-01,1793,1793
TX01729_202303,L01729,T0977,U0152,2023-03-01,2023-03-01,1793,1793
TX01729_202304,L01729,T0977,U0152,2023-04-01,2023-04-04,1793,1793
TX01729_202305,L01729,T0977,U0152,2023-05-01,2023-05-04,1793,1793
TX01729_202306,L01729,T0977,U0152,2023-06-01,2023-06-02,1793,1693
TX01729_202307,L01729,T0977,U0152,2023-07-01,2023-07-04,1793,1793
TX01729_202308,L01729,T0977,U0152,2023-08-01,2023-08-01,1793,1768
TX01729_202309,L01729,T0977,U0152,2023-09-01,2023-09-01,1793,1793
TX01729_202310,L01729,T0977,U0152,2023-10-01,2023-10-02,1793,1793
TX01729_202311,L01729,T0977,U0152,2023-11-01,2023-11-02,1793,1793
TX01729_202312,L01729,T0977,U0152,2023-12-01,2023-12-01,1793,1793
TX01730_202412,L01730,T0455,U0276,2024-12-01,2024-12-01,1597,1597
TX01730_202501,L01730,T0455,U0276,2025-01-01,2025-01-01,1597,1572
TX01730_202502,L01730,T0455,U0276,2025-02-01,2025-02-04,1597,1597
TX01730_202503,L01730,T0455,U0276,2025-03-01,2025-03-01,1597,1497
TX01730_202504,L01730,T0455,U0276,2025-04-01,2025-04-21,1597,1597
TX01730_202505,L01730,T0455,U0276,2025-05-01,2025-05-04,1597,1572
TX01730_202506,L01730,T0455,U0276,2025-06-01,2025-06-01,1597,1597
TX01730_202507,L01730,T0455,U0276,2025-07-01,2025-07-04,1597,1597
TX01730_202508,L01730,T0455,U0276,2025-08-01,2025-08-01,1597,1597
TX01730_202509,L01730,T0455,U0276,2025-09-01,2025-09-01,1597,1597
TX01730_202510,L01730,T0455,U0276,2025-10-01,2025-10-02,1597,1597
TX01730_202511,L01730,T0455,U0276,2025-11-01,2025-11-01,1597,1597
TX01730_202512,L01730,T0455,U0276,2025-12-01,2025-12-04,1597,1597
TX01730_202601,L01730,T0455,U0276,2026-01-01,2026-01-04,1597,1597
TX01730_202602,L01730,T0455,U0276,2026-02-01,2026-02-02,1597,1597
TX01730_202603,L01730,T0455,U0276,2026-03-01,2026-03-01,1597,1572
TX01730_202604,L01730,T0455,U0276,2026-04-01,2026-04-01,1597,1597
TX01730_202605,L01730,T0455,U0276,2026-05-01,2026-05-02,1597,1597
TX01730_202606,L01730,T0455,U0276,2026-06-01,2026-06-02,1597,1597
TX01730_202607,L01730,T0455,U0276,2026-07-01,2026-07-02,1597,1597
TX01731_202212,L01731,T0742,U0060,2022-12-01,2022-12-04,1793,1793
TX01731_202301,L01731,T0742,U0060,2023-01-01,2023-01-02,1793,1793
TX01731_202302,L01731,T0742,U0060,2023-02-01,2023-02-01,1793,1768
TX01731_202303,L01731,T0742,U0060,2023-03-01,2023-03-04,1793,1793
TX01731_202304,L01731,T0742,U0060,2023-04-01,2023-04-01,1793,1693
TX01731_202305,L01731,T0742,U0060,2023-05-01,2023-05-01,1793,1793
TX01731_202306,L01731,T0742,U0060,2023-06-01,2023-06-02,1793,1693
TX01731_202307,L01731,T0742,U0060,2023-07-01,2023-07-01,1793,1743
TX01731_202308,L01731,T0742,U0060,2023-08-01,2023-08-01,1793,1793
TX01732_202410,L01732,T0799,U0318,2024-10-01,2024-10-21,1321,1271
TX01732_202411,L01732,T0799,U0318,2024-11-01,2024-11-01,1321,1321
TX01732_202412,L01732,T0799,U0318,2024-12-01,2024-12-01,1321,1321
TX01732_202501,L01732,T0799,U0318,2025-01-01,2025-01-01,1321,1321
TX01732_202502,L01732,T0799,U0318,2025-02-01,2025-02-02,1321,1221
TX01732_202503,L01732,T0799,U0318,2025-03-01,2025-03-01,1321,1321
TX01732_202504,L01732,T0799,U0318,2025-04-01,2025-04-01,1321,1321
TX01732_202505,L01732,T0799,U0318,2025-05-01,2025-05-01,1321,1296
TX01732_202506,L01732,T0799,U0318,2025-06-01,2025-06-04,1321,1221
TX01732_202507,L01732,T0799,U0318,2025-07-01,2025-07-01,1321,1221
TX01732_202508,L01732,T0799,U0318,2025-08-01,2025-08-02,1321,1321
TX01732_202509,L01732,T0799,U0318,2025-09-01,2025-09-01,1321,1321
TX01732_202510,L01732,T0799,U0318,2025-10-01,2025-10-01,1321,1321
TX01733_202105,L01733,T0160,U0377,2021-05-01,2021-05-01,1126,1126
TX01733_202106,L01733,T0160,U0377,2021-06-01,2021-06-02,1126,1126
TX01733_202107,L01733,T0160,U0377,2021-07-01,2021-07-21,1126,1126
TX01733_202108,L01733,T0160,U0377,2021-08-01,2021-08-01,1126,1126
TX01733_202109,L01733,T0160,U0377,2021-09-01,2021-09-02,1126,1076
TX01733_202110,L01733,T0160,U0377,2021-10-01,2021-10-02,1126,1126
TX01733_202111,L01733,T0160,U0377,2021-11-01,2021-11-04,1126,1126
TX01733_202112,L01733,T0160,U0377,2021-12-01,2021-12-01,1126,1126
TX01733_202201,L01733,T0160,U0377,2022-01-01,2022-01-04,1126,1126
TX01733_202202,L01733,T0160,U0377,2022-02-01,2022-02-02,1126,1126
TX01733_202203,L01733,T0160,U0377,2022-03-01,2022-03-02,1126,1126
TX01733_202204,L01733,T0160,U0377,2022-04-01,2022-04-11,1126,1126
TX01733_202205,L01733,T0160,U0377,2022-05-01,2022-05-01,1126,1126
TX01733_202206,L01733,T0160,U0377,2022-06-01,2022-06-04,1126,1126
TX01733_202207,L01733,T0160,U0377,2022-07-01,2022-07-01,1126,1126
TX01733_202208,L01733,T0160,U0377,2022-08-01,2022-08-01,1126,1101
TX01733_202209,L01733,T0160,U0377,2022-09-01,2022-09-11,1126,1076
