LeaseID,TenantID,UnitID,StartDate,EndDate,MonthlyRent,DepositAmount
L00811,T0016,U0011,2023-07-31,2025-03-20,2449,2204.1
L00812,T0359,U0015,2023-11-29,2024-12-11,769,692.1
L00813,T0222,U0207,2025-02-21,2026-11-25,915,823.5
L00814,T0865,U0042,2025-07-26,2027-04-03,1827,1644.3
L00815,T0699,U0372,2022-06-26,2023-10-28,2450,2205.0
L00816,T0447,U0483,2025-08-21,2026-11-24,1777,1599.3
L00817,T0855,U0460,2024-07-25,2025-12-09,1505,1354.5
L00818,T0364,U0134,2024-05-11,2025-04-07,1029,926.1
L00819,T0674,U0227,2023-12-26,2025-04-20,1547,1392.3
L00820,T0325,U0110,2021-04-18,2022-07-19,1926,1733.4
L00821,T0466,U0306,2021-09-25,2022-03-31,2011,1809.9
L00822,T0413,U0456,2021-08-10,2022-09-28,744,669.6
L00823,T0454,U0159,2025-04-03,2026-07-28,1528,1375.2
L00824,T0585,U0330,2024-01-19,2024-08-23,897,807.3000000000001
L00825,T0232,U0263,2022-11-24,2023-10-05,1939,1745.1000000000001
L00826,T0223,U0224,2021-09-12,2023-05-05,2204,1983.6000000000001
L00827,T0993,U0470,2025-01-18,2026-02-20,2032,1828.8
L00828,T0830,U0216,2021-09-10,2023-02-19,1595,1435.5
L00829,T0411,U0455,2021-09-14,2023-09-09,2158,1942.2
L00830,T0571,U0044,2022-01-18,2022-10-03,1031,927.9
L00831,T0334,U0213,2022-03-18,2023-06-13,1395,1255.5
L00832,T0221,U0058,2022-08-22,2023-07-28,726,653.4
L00833,T0036,U0131,2024-01-19,2025-05-20,1889,1700.1000000000001
L00834,T0988,U0103,2025-11-08,2027-05-15,1017,915.3000000000001
L00835,T0277,U0194,2022-01-25,2022-08-01,1997,1797.3
L00836,T0195,U0412,2022-08-05,2024-04-19,2106,1895.4
L00837,T0915,U0488,2023-12-04,2024-09-21,1064,957.6
L00838,T0863,U0156,2025-10-02,2026-10-21,1826,1643.4
L00839,T0483,U0097,2025-08-15,2027-03-22,1659,1493.1000000000001
L00840,T0241,U0225,2022-08-21,2023-09-01,2226,2003.4
L00841,T0323,U0411,2021-01-19,2021-11-09,1072,964.8000000000001
L00842,T0730,U0204,2024-01-30,2024-11-25,2339,2105.1
L00843,T0191,U0078,2022-08-30,2023-05-01,944,849.6
L00844,T0016,U0123,2025-11-25,2027-02-23,1892,1702.8
L00845,T0523,U0470,2024-10-12,2025-12-04,2351,2115.9
L00846,T0917,U0427,2025-04-15,2026-08-09,2376,2138.4
L00847,T0400,U0217,2025-11-20,2027-06-14,2141,1926.9
L00848,T0905,U0003,2021-02-02,2023-01-04,2079,1871.1000000000001
L00849,T0885,U0089,2024-06-06,2025-12-06,1177,1059.3
L00850,T0704,U0103,2025-03-28,2026-05-14,824,741.6
L00851,T0021,U0392,2025-07-12,2026-07-21,1236,1112.4
L00852,T0473,U0118,2023-05-12,2023-11-19,1405,1264.5
L00853,T0119,U0132,2021-06-04,2022-05-26,2335,2101.5
L00854,T0209,U0311,2024-12-17,2026-01-17,2125,1912.5
L00855,T0305,U0095,2023-06-24,2023-12-31,2240,2016.0
L00856,T0269,U0467,2024-06-23,2026-03-10,1230,1107.0
L00857,T0703,U0433,2022-02-09,2023-01-18,2405,2164.5
L00858,T0686,U0330,2023-04-24,2023-12-12,1485,1336.5
L00859,T0284,U0142,2025-11-18,2026-12-20,953,857.7
L00860,T0715,U0287,2025-04-14,2026-10-05,820,738.0
L00861,T0675,U0027,2024-03-30,2025-10-15,1755,1579.5
L00862,T0762,U0277,2023-01-17,2023-09-09,1360,1224.0
L00863,T0226,U0232,2025-09-22,2026-07-16,1760,1584.0
L00864,T0947,U0016,2024-02-15,2025-04-22,2412,2170.8
L00865,T0380,U0058,2021-09-28,2022-09-22,2065,1858.5
L00866,T0459,U0089,2023-02-09,2024-09-25,1736,1562.4
L00867,T0006,U0491,2025-09-12,2026-10-31,1906,1715.4
L00868,T0028,U0198,2025-02-19,2025-11-05,2380,2142.0
L00869,T0906,U0361,2021-06-21,2022-01-08,1988,1789.2
L00870,T0032,U0440,2021-10-01,2023-07-19,787,708.3000000000001
L00871,T0645,U0025,2021-09-16,2023-05-28,2185,1966.5
L00872,T0878,U0024,2024-03-04,2024-12-01,745,670.5
L00873,T0078,U0393,2025-09-03,2026-09-09,2115,1903.5
L00874,T0927,U0300,2025-10-12,2026-07-21,1842,1657.8
L00875,T0946,U0338,2025-11-07,2027-06-05,1632,1468.8
L00876,T0458,U0266,2022-02-26,2022-08-31,2254,2028.6000000000001
L00877,T0569,U0460,2024-12-15,2026-01-29,2170,1953.0
L00878,T0982,U0180,2024-04-24,2025-06-17,2455,2209.5
L00879,T0537,U0455,2021-12-30,2022-09-25,1444,1299.6000000000001
L00880,T0481,U0359,2025-06-19,2026-08-04,2329,2096.1
L00881,T0429,U0067,2022-01-13,2023-10-11,1666,1499.4
L00882,T0737,U0494,2025-03-27,2026-05-13,1462,1315.8
L00883,T0284,U0350,2022-08-03,2024-01-18,1461,1314.9
L00884,T0515,U0411,2023-06-10,2024-11-03,1493,1343.7
L00885,T0976,U0458,2022-12-23,2024-09-01,1443,1298.7
L00886,T0098,U0490,2024-05-04,2025-11-09,1769,1592.1000000000001
L00887,T0396,U0320,2023-05-31,2024-09-13,2231,2007.9
L00888,T0488,U0048,2024-01-27,2025-07-04,1257,1131.3
L00889,T0038,U0174,2022-08-28,2024-04-26,1225,1102.5
L00890,T0270,U0051,2021-01-22,2021-11-27,1296,1166.4
L00891,T0886,U0101,2025-01-13,2025-11-29,1539,1385.1000000000001
L00892,T0796,U0215,2024-04-10,2025-11-25,702,631.8000000000001
L00893,T0156,U0437,2022-01-18,2022-10-17,1751,1575.9
L00894,T0074,U0187,2021-05-14,2022-08-20,2104,1893.6000000000001
L00895,T0883,U0056,2024-12-20,2026-01-26,856,770.4
L00896,T0799,U0046,2023-11-15,2025-08-18,1554,1398.6000000000001
L00897,T0129,U0158,2022-05-18,2024-05-11,1210,1089.0
L00898,T0686,U0488,2024-04-23,2025-07-22,2056,1850.4
L00899,T0973,U0173,2024-01-14,2024-11-28,1386,1247.4
L00900,T0083,U0241,2025-05-10,2026-10-28,1837,1653.3
L00901,T0021,U0281,2025-11-22,2026-06-12,2112,1900.8
L00902,T0458,U0240,2021-05-24,2022-08-16,2210,1989.0
L00903,T0538,U0369,2025-08-30,2027-01-24,1973,1775.7
L00904,T0706,U0004,2024-12-06,2025-08-27,1270,1143.0
L00905,T0848,U0083,2021-08-12,2022-03-10,1414,1272.6000000000001
L00906,T0381,U0307,2021-08-08,2022-10-01,2038,1834.2
L00907,T0747,U0360,2021-06-28,2022-12-22,938,844.2
L00908,T0439,U0458,2025-07-13,2027-02-01,1957,1761.3
L00909,T0603,U0247,2022-03-09,2023-06-30,1002,901.8000000000001
L00910,T0988,U0053,2021-09-22,2023-03-26,1306,1175.4
L00911,T0020,U0160,2023-08-12,2024-05-16,1690,1521.0
L00912,T0302,U0433,2022-03-05,2022-10-17,2376,2138.4
L00913,T0975,U0421,2025-08-13,2027-04-06,1033,929.7
L00914,T0868,U0410,2022-02-20,2023-12-11,812,730.8000000000001
L00915,T0954,U0225,2025-01-16,2025-09-14,2344,2109.6
L00916,T0083,U0014,2022-12-28,2023-10-12,1061,954.9
L00917,T0773,U0223,2021-07-16,2023-07-14,1500,1350.0
L00918,T0658,U0060,2025-04-27,2026-02-19,796,716.4
L00919,T0952,U0121,2023-12-13,2025-06-26,715,643.5
L00920,T0452,U0276,2022-04-25,2023-11-17,1255,1129.5
L00921,T0386,U0045,2025-01-06,2025-08-25,1075,967.5
L00922,T0506,U0452,2024-09-15,2025-12-27,1441,1296.9
L00923,T0256,U0389,2024-06-28,2025-11-26,1089,980.1
L00924,T0569,U0293,2023-06-09,2024-06-26,1319,1187.1000000000001
L00925,T0891,U0061,2025-12-12,2027-02-02,1940,1746.0
L00926,T0933,U0085,2023-07-14,2025-01-25,2122,1909.8
L00927,T0526,U0445,2021-05-03,2022-03-14,1983,1784.7
L00928,T0161,U0209,2024-11-11,2026-06-20,1523,1370.7
L00929,T0956,U0077,2024-09-24,2026-08-12,1019,917.1
L00930,T0162,U0201,2023-02-17,2024-08-11,895,805.5
L00931,T0831,U0301,2021-12-14,2023-06-27,2201,1980.9
L00932,T0792,U0396,2021-01-29,2022-04-07,1117,1005.3000000000001
L00933,T0791,U0222,2023-09-02,2025-06-19,2198,1978.2
L00934,T0523,U0221,2021-02-04,2021-11-24,1306,1175.4
L00935,T0785,U0002,2025-03-22,2025-10-07,1267,1140.3
L00936,T0270,U0477,2024-11-20,2026-10-28,1243,1118.7
L00937,T0491,U0005,2022-09-15,2023-08-05,930,837.0
L00938,T0207,U0092,2024-08-10,2025-09-01,1583,1424.7
L00939,T0538,U0007,2022-08-12,2024-07-22,1220,1098.0
L00940,T0583,U0427,2024-10-04,2026-04-12,1402,1261.8
L00941,T0059,U0492,2024-03-16,2026-01-28,1923,1730.7
L00942,T0429,U0234,2023-12-27,2024-12-06,1545,1390.5
L00943,T0984,U0107,2023-06-23,2025-06-21,1372,1234.8
L00944,T0656,U0160,2022-06-04,2023-05-30,2322,2089.8
L00945,T0604,U0208,2021-05-02,2023-01-15,720,648.0
L00946,T0308,U0239,2021-12-06,2023-05-01,2034,1830.6000000000001
L00947,T0519,U0330,2021-06-24,2023-05-07,1287,1158.3
L00948,T0590,U0332,2025-09-11,2026-05-27,1597,1437.3
L00949,T0026,U0049,2022-08-20,2024-03-17,2376,2138.4
L00950,T0685,U0010,2022-03-27,2023-01-03,2361,2124.9
L00951,T0561,U0350,2022-07-11,2024-02-12,2486,2237.4
L00952,T0198,U0155,2024-03-05,2025-04-12,2319,2087.1
L00953,T0386,U0491,2023-11-06,2025-10-03,2157,1941.3
L00954,T0348,U0069,2024-09-18,2025-11-07,1070,963.0
L00955,T0959,U0168,2024-05-03,2025-12-30,2283,2054.7000000000003
L00956,T0939,U0271,2025-02-28,2025-12-20,777,699.3000000000001
L00957,T0692,U0067,2021-01-09,2021-12-17,2265,2038.5
L00958,T0535,U0354,2021-11-30,2023-01-09,2008,1807.2
L00959,T0827,U0251,2024-09-18,2025-11-01,1347,1212.3
L00960,T0377,U0047,2023-10-14,2024-10-09,839,755.1
L00961,T0898,U0183,2021-11-23,2023-01-25,1252,1126.8
L00962,T0915,U0319,2021-01-15,2022-05-27,1697,1527.3
L00963,T0557,U0186,2023-04-19,2024-05-12,981,882.9
L00964,T0526,U0089,2025-06-26,2027-01-18,2285,2056.5
L00965,T0152,U0445,2021-08-14,2022-05-16,1981,1782.9
L00966,T0733,U0331,2024-12-19,2025-09-10,2083,1874.7
L00967,T0205,U0138,2025-12-19,2027-08-05,1139,1025.1000000000001
L00968,T0454,U0356,2024-12-02,2026-06-28,969,872.1
L00969,T0272,U0088,2021-04-23,2023-03-04,1857,1671.3
L00970,T0893,U0273,2024-12-22,2025-10-30,1445,1300.5
L00971,T0235,U0018,2021-01-01,2022-05-09,2363,2126.7000000000003
L00972,T0851,U0470,2021-09-23,2022-10-28,803,722.7
L00973,T0739,U0310,2025-02-23,2026-11-02,1465,1318.5
L00974,T0520,U0357,2024-05-16,2024-12-27,794,714.6
L00975,T0677,U0373,2025-07-04,2026-07-10,1428,1285.2
L00976,T0943,U0465,2025-10-02,2027-09-01,2296,2066.4
L00977,T0955,U0153,2023-08-10,2025-02-18,1179,1061.1000000000001
L00978,T0830,U0389,2024-10-24,2026-03-21,1479,1331.1000000000001
L00979,T0725,U0259,2021-11-02,2022-06-08,1964,1767.6000000000001
L00980,T0500,U0107,2021-01-12,2022-04-29,712,640.8000000000001
L00981,T0116,U0370,2024-09-30,2025-09-06,1870,1683.0
L00982,T0385,U0284,2025-01-28,2026-06-22,2475,2227.5
L00983,T0343,U0058,2025-09-20,2026-06-30,1300,1170.0
L00984,T0583,U0124,2025-08-17,2026-07-23,794,714.6
L00985,T0394,U0353,2025-02-26,2025-10-17,992,892.8000000000001
L00986,T0063,U0272,2024-10-23,2025-05-24,724,651.6
L00987,T0716,U0106,2023-07-26,2024-09-19,1995,1795.5
L00988,T0720,U0298,2022-02-24,2022-12-13,2228,2005.2
L00989,T0071,U0244,2023-06-08,2024-10-17,1889,1700.1000000000001
L00990,T0788,U0335,2025-12-20,2026-07-10,1638,1474.2
L00991,T0273,U0449,2021-06-20,2022-04-13,1461,1314.9
L00992,T0989,U0417,2021-05-14,2022-06-09,1810,1629.0
L00993,T0319,U0246,2023-08-23,2025-04-11,1353,1217.7
L00994,T0337,U0007,2024-12-21,2025-10-09,2369,2132.1
L00995,T0365,U0140,2023-11-15,2024-06-25,1684,1515.6000000000001
L00996,T0494,U0361,2025-04-03,2026-02-04,1337,1203.3
L00997,T0606,U0007,2024-04-28,2025-03-31,1190,1071.0
L00998,T0165,U0477,2024-03-10,2025-10-04,1864,1677.6000000000001
L00999,T0543,U0351,2025-04-28,2027-03-20,1826,1643.4
L01000,T0010,U0483,2025-12-25,2026-08-06,1949,1754.1000000000001
L01001,T0300,U0494,2022-10-20,2023-08-03,1274,1146.6000000000001
L01002,T0728,U0093,2024-08-31,2025-10-03,993,893.7
L01003,T0800,U0320,2025-01-07,2026-09-21,1595,1435.5
L01004,T0101,U0426,2024-09-04,2026-01-11,2029,1826.1000000000001
L01005,T0424,U0038,2025-01-04,2025-12-26,1977,1779.3
L01006,T0391,U0080,2024-01-21,2025-03-03,1903,1712.7
L01007,T0778,U0186,2021-06-28,2022-09-17,739,665.1
L01008,T0213,U0083,2023-12-16,2025-06-26,1475,1327.5
L01009,T0690,U0087,2024-03-24,2026-01-21,2424,2181.6
L01010,T0087,U0241,2025-08-23,2026-12-05,1219,1097.1000000000001
L01011,T0552,U0341,2021-04-21,2022-10-09,2339,2105.1
L01012,T0400,U0092,2021-05-17,2022-06-04,2460,2214.0
L01013,T0587,U0085,2021-08-20,2022-09-16,1245,1120.5
L01014,T0888,U0043,2023-09-19,2025-02-02,935,841.5
L01015,T0045,U0136,2022-04-13,2023-04-08,1162,1045.8
L01016,T0671,U0420,2023-01-02,2024-11-10,1951,1755.9
L01017,T0462,U0073,2022-04-26,2023-09-07,2423,2180.7000000000003
L01018,T0591,U0035,2023-12-28,2024-09-15,1182,1063.8
L01019,T0309,U0100,2023-03-25,2024-07-19,1129,1016.1
L01020,T0085,U0475,2024-06-26,2025-09-10,1745,1570.5
L01021,T0091,U0155,2023-09-21,2024-10-04,1042,937.8000000000001
L01022,T0659,U0425,2021-11-19,2023-01-12,1763,1586.7
L01023,T0672,U0254,2023-07-11,2024-10-27,1896,1706.4
L01024,T0713,U0170,2023-06-23,2025-05-14,2162,1945.8
L01025,T0935,U0468,2025-03-22,2026-10-18,1902,1711.8
L01026,T0927,U0215,2025-12-21,2026-11-03,2321,2088.9
L01027,T0241,U0169,2024-12-26,2025-10-30,832,748.8000000000001
L01028,T0864,U0251,2025-02-19,2025-10-05,1050,945.0
L01029,T0001,U0359,2022-08-29,2023-12-14,2248,2023.2
L01030,T0224,U0321,2022-03-05,2024-02-18,2263,2036.7
L01031,T0800,U0054,2024-07-16,2025-11-18,1205,1084.5
L01032,T0744,U0455,2025-09-29,2027-09-15,783,704.7
L01033,T0972,U0431,2025-04-10,2026-05-28,1692,1522.8
L01034,T0925,U0090,2021-05-28,2022-06-20,2187,1968.3
L01035,T0928,U0277,2024-02-16,2024-11-15,1529,1376.1000000000001
L01036,T0588,U0100,2023-04-30,2024-09-17,1560,1404.0
L01037,T0115,U0154,2022-01-02,2023-02-10,1042,937.8000000000001
L01038,T0665,U0376,2023-04-30,2023-11-06,2003,1802.7
L01039,T0917,U0348,2023-12-26,2025-05-17,1565,1408.5
L01040,T0102,U0450,2023-03-24,2023-10-01,1986,1787.4
L01041,T0193,U0363,2024-10-25,2025-05-27,1889,1700.1000000000001
L01042,T0165,U0140,2021-06-24,2023-03-12,992,892.8000000000001
L01043,T0870,U0172,2022-08-11,2024-05-03,2232,2008.8
L01044,T0089,U0009,2022-05-10,2023-06-13,2303,2072.7000000000003
L01045,T0685,U0227,2023-08-31,2025-05-12,1949,1754.1000000000001
L01046,T0121,U0264,2024-02-12,2026-01-26,1893,1703.7
L01047,T0142,U0437,2024-02-09,2025-03-23,1297,1167.3
L01048,T0993,U0247,2025-11-20,2027-04-27,1344,1209.6000000000001
L01049,T0105,U0246,2025-01-02,2025-09-18,1147,1032.3
L01050,T0886,U0154,2025-10-05,2027-03-21,1389,1250.1000000000001
L01051,T0427,U0033,2024-03-16,2025-10-12,1701,1530.9
L01052,T0304,U0498,2021-02-04,2022-05-19,1554,1398.6000000000001
L01053,T0871,U0128,2023-09-26,2025-06-21,1201,1080.9
L01054,T0970,U0159,2024-08-25,2025-06-28,1463,1316.7
L01055,T0316,U0088,2022-06-22,2024-06-13,2250,2025.0
L01056,T0962,U0092,2023-01-20,2024-07-11,1434,1290.6000000000001
L01057,T0634,U0326,2023-11-04,2025-10-10,2102,1891.8
L01058,T0901,U0240,2022-01-09,2023-05-16,1924,1731.6000000000001
L01059,T0008,U0322,2022-07-11,2023-03-22,2342,2107.8
L01060,T0773,U0467,2024-12-22,2026-12-17,949,854.1
L01061,T0072,U0403,2025-10-18,2026-10-28,2132,1918.8
L01062,T0358,U0116,2021-08-21,2022-03-17,1300,1170.0
L01063,T0222,U0093,2022-12-06,2023-06-19,824,741.6
L01064,T0415,U0162,2022-07-17,2024-03-10,812,730.8000000000001
L01065,T0552,U0098,2023-07-28,2025-03-03,1680,1512.0
L01066,T0369,U0112,2023-06-06,2025-05-16,1860,1674.0
L01067,T0715,U0358,2022-12-27,2023-09-09,2482,2233.8
L01068,T0263,U0090,2025-08-14,2026-09-26,2219,1997.1000000000001
L01069,T0839,U0345,2025-01-03,2026-04-24,2401,2160.9
L01070,T0689,U0205,2025-03-06,2027-01-24,849,764.1
L01071,T0859,U0016,2024-07-22,2026-07-09,1574,1416.6000000000001
L01072,T0317,U0273,2021-03-17,2022-08-04,1042,937.8000000000001
L01073,T0083,U0172,2022-03-15,2023-09-08,1279,1151.1000000000001
L01074,T0317,U0115,2025-10-22,2027-04-13,2456,2210.4
L01075,T0110,U0348,2022-11-30,2024-04-16,1482,1333.8
L01076,T0250,U0467,2024-08-05,2025-12-23,1020,918.0
L01077,T0382,U0180,2023-07-04,2024-06-12,1521,1368.9
L01078,T0006,U0090,2025-04-13,2027-01-07,1231,1107.9
L01079,T0458,U0081,2023-06-10,2024-05-07,2012,1810.8
L01080,T0083,U0323,2022-11-23,2023-09-25,2212,1990.8
L01081,T0207,U0448,2021-09-10,2022-09-17,1191,1071.9
L01082,T0899,U0113,2024-02-24,2026-02-02,1311,1179.9
L01083,T0389,U0256,2024-04-15,2024-10-21,951,855.9
L01084,T0313,U0057,2023-11-27,2024-08-24,1800,1620.0
L01085,T0021,U0153,2022-02-14,2022-12-29,2370,2133.0
L01086,T0409,U0364,2025-06-23,2027-04-14,2115,1903.5
L01087,T0894,U0403,2025-06-22,2027-03-12,2135,1921.5
L01088,T0514,U0115,2021-05-07,2022-10-01,872,784.8000000000001
L01089,T0126,U0342,2025-02-15,2026-07-19,1574,1416.6000000000001
L01090,T0808,U0265,2024-04-06,2024-11-23,900,810.0
L01091,T0699,U0314,2022-08-15,2024-05-21,916,824.4
L01092,T0873,U0202,2021-10-21,2023-08-06,1075,967.5
L01093,T0013,U0040,2025-07-20,2027-02-20,2443,2198.7000000000003
L01094,T0970,U0104,2024-09-28,2026-06-08,2309,2078.1
L01095,T0977,U0388,2023-10-17,2025-09-04,710,639.0
L01096,T0011,U0377,2021-11-06,2022-10-04,2491,2241.9
L01097,T0086,U0192,2022-10-24,2024-09-16,1735,1561.5
L01098,T0523,U0400,2022-06-12,2024-04-24,1591,1431.9
L01099,T0908,U0277,2022-06-24,2022-12-26,2313,2081.7000000000003
L01100,T0536,U0353,2022-02-23,2024-01-03,1134,1020.6
L01101,T0300,U0236,2022-03-20,2023-01-11,2407,2166.3
L01102,T0242,U0424,2022-11-16,2024-09-10,2331,2097.9
L01103,T0121,U0220,2025-05-01,2027-02-07,1517,1365.3
L01104,T0146,U0067,2023-04-20,2024-03-25,2096,1886.4
L01105,T0566,U0196,2021-08-24,2022-11-16,1996,1796.4
L01106,T0749,U0255,2025-01-02,2025-08-25,1630,1467.0
L01107,T0355,U0138,2021-08-02,2022-09-13,1390,1251.0
L01108,T0684,U0311,2021-03-26,2022-02-17,2299,2069.1
L01109,T0903,U0434,2023-03-05,2023-10-16,2232,2008.8
L01110,T0732,U0148,2025-11-03,2026-09-22,1855,1669.5
L01111,T0630,U0098,2021-03-26,2022-08-27,1554,1398.6000000000001
L01112,T0308,U0075,2025-02-21,2026-10-06,1483,1334.7
L01113,T0694,U0281,2021-03-06,2023-02-03,1018,916.2
L01114,T0287,U0370,2025-07-28,2027-01-02,1543,1388.7
L01115,T0306,U0402,2022-10-25,2024-05-13,1320,1188.0
L01116,T0811,U0108,2022-09-19,2024-07-02,1484,1335.6000000000001
L01117,T0593,U0187,2021-03-05,2022-06-02,1891,1701.9
L01118,T0965,U0198,2024-09-28,2026-03-14,1096,986.4
L01119,T0913,U0302,2023-07-28,2024-03-29,1903,1712.7
L01120,T0722,U0326,2023-07-08,2024-03-22,1781,1602.9
L01121,T0661,U0153,2024-10-07,2025-10-23,2203,1982.7
L01122,T0548,U0039,2024-03-27,2025-01-13,2314,2082.6
L01123,T0351,U0132,2025-06-01,2026-02-26,1159,1043.1000000000001
L01124,T0311,U0404,2022-05-06,2023-03-22,760,684.0
L01125,T0872,U0461,2025-08-09,2026-11-20,1068,961.2
L01126,T0058,U0131,2025-01-26,2026-09-08,1844,1659.6000000000001
L01127,T0642,U0278,2024-06-02,2025-12-10,1418,1276.2
L01128,T0923,U0361,2021-11-09,2023-05-26,1245,1120.5
L01129,T0713,U0083,2022-09-07,2023-08-04,2305,2074.5
L01130,T0754,U0398,2023-07-08,2024-11-17,1740,1566.0
L01131,T0034,U0241,2023-03-24,2024-09-22,1195,1075.5
L01132,T0444,U0115,2023-07-29,2025-04-30,1196,1076.4
L01133,T0092,U0108,2025-01-29,2025-08-08,1204,1083.6000000000001
L01134,T0949,U0220,2024-01-17,2024-12-17,2255,2029.5
L01135,T0958,U0391,2024-08-19,2026-06-06,1668,1501.2
L01136,T0206,U0040,2022-11-11,2024-06-13,2038,1834.2
L01137,T0352,U0367,2022-03-11,2023-03-02,1792,1612.8
L01138,T0902,U0146,2022-11-13,2024-04-16,2450,2205.0
L01139,T0331,U0111,2024-03-04,2024-10-26,860,774.0
L01140,T0816,U0102,2023-12-10,2025-08-28,2337,2103.3
L01141,T0861,U0045,2024-12-26,2026-01-12,1417,1275.3
L01142,T0724,U0411,2021-12-06,2022-12-22,1868,1681.2
L01143,T0158,U0493,2021-12-13,2023-05-06,2292,2062.8
L01144,T0953,U0474,2022-10-08,2024-04-02,2318,2086.2000000000003
L01145,T0956,U0323,2024-10-02,2026-06-27,1692,1522.8
L01146,T0023,U0377,2022-10-11,2024-03-29,2108,1897.2
L01147,T0403,U0270,2021-09-02,2022-10-02,968,871.2
L01148,T0804,U0482,2021-04-19,2021-11-07,2177,1959.3
L01149,T0515,U0420,2025-12-28,2026-11-27,1398,1258.2
L01150,T0731,U0384,2022-06-17,2023-06-17,2241,2016.9
L01151,T0363,U0194,2024-01-19,2025-03-22,1564,1407.6000000000001
L01152,T0381,U0366,2021-10-23,2022-09-01,1049,944.1
L01153,T0531,U0279,2021-04-22,2022-09-04,809,728.1
L01154,T0955,U0282,2025-06-01,2026-12-22,2206,1985.4
L01155,T0151,U0039,2024-04-15,2025-12-19,1106,995.4
L01156,T0561,U0446,2021-12-09,2022-06-28,1349,1214.1000000000001
L01157,T0688,U0188,2025-08-11,2026-06-11,750,675.0
L01158,T0946,U0163,2021-04-11,2021-12-25,2126,1913.4
L01159,T0607,U0481,2025-11-17,2026-07-05,2286,2057.4
L01160,T0616,U0476,2022-09-21,2023-09-11,2199,1979.1000000000001
L01161,T0419,U0023,2025-06-16,2026-08-22,1810,1629.0
L01162,T0249,U0023,2024-11-25,2026-01-24,1791,1611.9
L01163,T0116,U0489,2021-01-28,2021-11-09,1295,1165.5
L01164,T0865,U0003,2023-07-26,2024-08-01,1678,1510.2
L01165,T0511,U0322,2025-04-10,2026-08-18,1765,1588.5
L01166,T0739,U0289,2021-02-27,2022-06-23,1430,1287.0
L01167,T0577,U0440,2025-03-02,2027-02-27,756,680.4
L01168,T0334,U0432,2021-10-24,2023-01-14,1437,1293.3
L01169,T0417,U0470,2021-05-14,2022-04-28,895,805.5
L01170,T0931,U0180,2024-09-16,2026-06-12,2483,2234.7000000000003
L01171,T0773,U0247,2021-09-06,2022-12-21,2401,2160.9
L01172,T0294,U0115,2023-10-18,2024-09-02,1785,1606.5
L01173,T0937,U0278,2022-07-04,2023-05-25,1986,1787.4
L01174,T0754,U0364,2023-06-21,2025-02-14,811,729.9
L01175,T0370,U0068,2024-01-04,2025-05-11,1464,1317.6000000000001
L01176,T0185,U0350,2025-08-05,2026-08-03,1410,1269.0
L01177,T0245,U0253,2023-04-14,2024-02-15,1901,1710.9
L01178,T0636,U0180,2024-04-06,2025-07-16,1647,1482.3
L01179,T0267,U0317,2023-02-10,2024-04-17,725,652.5
L01180,T0642,U0168,2025-03-07,2026-09-23,1109,998.1
L01181,T0236,U0312,2024-10-10,2025-11-23,1457,1311.3
L01182,T0529,U0248,2024-06-02,2025-08-26,1230,1107.0
L01183,T0551,U0187,2025-08-15,2027-04-01,2040,1836.0
L01184,T0020,U0053,2025-04-04,2026-04-16,2255,2029.5
L01185,T0910,U0325,2021-05-26,2022-10-10,1829,1646.1000000000001
L01186,T0736,U0356,2024-06-18,2025-02-08,1448,1303.2
L01187,T0866,U0312,2023-06-12,2024-06-28,2187,1968.3
L01188,T0793,U0137,2021-12-10,2022-10-23,945,850.5
L01189,T0519,U0167,2025-11-08,2027-07-02,1804,1623.6000000000001
L01190,T0099,U0390,2023-11-25,2024-07-18,1361,1224.9
L01191,T0751,U0102,2022-12-03,2023-08-10,1608,1447.2
L01192,T0477,U0421,2021-01-01,2022-07-06,1095,985.5
L01193,T0598,U0084,2021-06-02,2023-04-26,1221,1098.9
L01194,T0297,U0316,2022-03-05,2022-11-23,2459,2213.1
L01195,T0939,U0211,2022-05-23,2022-12-31,1625,1462.5
L01196,T0525,U0002,2024-02-24,2025-01-01,963,866.7
L01197,T0333,U0383,2022-05-06,2023-12-01,2384,2145.6
L01198,T0001,U0178,2025-02-14,2025-10-16,1489,1340.1000000000001
L01199,T0374,U0341,2021-12-11,2023-03-25,1997,1797.3
L01200,T0292,U0302,2025-10-28,2027-05-06,2429,2186.1
L01201,T0836,U0451,2021-08-09,2023-05-17,871,783.9
L01202,T0933,U0475,2022-12-24,2024-01-20,964,867.6
L01203,T0552,U0331,2023-11-15,2024-10-07,1749,1574.1000000000001
L01204,T0317,U0037,2022-06-12,2024-03-23,2192,1972.8
L01205,T0501,U0498,2024-04-20,2025-03-14,1175,1057.5
L01206,T0827,U0419,2025-03-03,2025-11-25,1055,949.5
L01207,T0380,U0238,2023-04-21,2024-09-05,1749,1574.1000000000001
L01208,T0622,U0168,2025-07-23,2027-02-18,733,659.7
L01209,T0013,U0452,2023-12-02,2025-07-07,963,866.7
L01210,T0503,U0396,2022-04-26,2023-01-12,1861,1674.9
L01211,T0230,U0342,2023-07-19,2024-10-26,1515,1363.5
L01212,T0984,U0313,2025-11-07,2027-05-22,2418,2176.2000000000003
L01213,T0083,U0305,2023-05-22,2024-08-13,1574,1416.6000000000001
L01214,T0129,U0029,2025-01-02,2026-04-18,1453,1307.7
L01215,T0742,U0189,2024-11-26,2026-08-20,1265,1138.5
